Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day)
0.3450268016676594,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.33885819521178623,0.6790156125959245,-0.48
1.2860631328171532,0.02762907960628562,1.0399932358163524,0.9095940959409599,-0.21749876421156694,-0.7918968692449362,-0.8409632177824824,0.0
-0.5293031566408577,0.7052322569504405,0.0,0.012915129151291305,-0.6060306475531388,1.062615101289136,-0.14977507277057514,0.0
0.1246575342465754,-0.1519599378345709,0.9021729939967871,1.3302583025830266,0.4320316361838853,-1.3701657458563543,-0.0005292405398260725,0.0
-0.14931506849315065,-0.1519599378345709,0.8090809165468843,0.07638376383763815,-0.059317844784972776,-0.10257826887661138,0.8755755490870589,-0.5714285714285714
0.5415723645026803,1.139699533759282,0.0,0.21955719557195638,0.046465645081562014,-1.3232044198895043,-0.22810267266472678,0.0
0.2378201310303753,0.7943360386807116,0.0,-1.4889298892988931,-0.022738507167572867,1.4917127071823217,-0.35406192114316,0.0
0.22769505658129854,1.6591262303574514,0.0,-0.3634686346863467,0.2441917943648047,0.726519337016576,-1.7639587192378943,-0.5714285714285714
0.22769505658129854,1.6591262303574514,0.0,-0.3634686346863467,0.2441917943648047,0.726519337016576,-1.7639587192378943,-0.48
1.1907683144729007,-0.1519599378345709,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.9523683514157184,5.531428571428571
-0.3722453841572365,-0.1519599378345709,0.8488204954764522,-0.9594095940959412,0.41917943648047445,0.3296500920810312,1.3267001852341878,-0.5714285714285714
-0.3752233472304944,-0.1519599378345709,1.0283250190242665,-0.18597785977859754,-0.04349975284231335,0.8250460405156537,0.009208785392961147,-0.5714285714285714
-0.3385348421679572,0.22545328958729066,1.0465883148727488,-1.6457564575645758,0.5714285714285714,0.9917127071823217,0.15051600952632876,-0.5714285714285714
0.3807623585467541,-0.1519599378345709,0.0,0.4298892988929892,-0.6060306475531388,0.0,0.026991267531092395,0.0
-0.6853484216795712,0.7321706095665689,1.03153800625687,-0.12361623616236143,0.02669303015323781,-1.3259668508287303,1.0643027255887794,0.0
0.8929720071471116,0.5822828527024694,0.0,-1.1752767527675276,1.0252100840336136,-1.0672191528545127,1.1500396930404864,-0.5714285714285714
0.2896366885050625,1.8014159903298226,0.0,-0.05719557195571894,0.41225902125556113,-0.2329650092081029,-1.2548293199259068,-0.5714285714285714
-0.1546754020250149,-0.1519599378345709,0.8349539189989008,-1.005166051660516,0.6594167078596145,0.18195211786372015,1.1702566816618145,-0.5714285714285714
0.7547945205479454,0.5021585218442411,0.0,-1.4003690036900367,0.5210084033613446,-0.19521178637200795,0.779571315162741,-0.5714285714285714
0.14729005360333544,-0.1519599378345709,1.0129365012260083,0.9649446494464948,0.37271379139891253,-0.826887661141805,-0.5382376290023817,0.0
-0.44711137581893984,0.766706959074426,0.0,0.245387453874539,-0.6060306475531388,-0.023941068139963398,0.2937284996030695,1.417142857142857
1.2205479452054797,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.29281767955801086,-0.7012437152685894,-0.48
-0.11953543776057174,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.7200736648250471,1.762900238158242,-0.48
0.7262060750446696,-0.1519599378345709,0.0,-0.012915129151291305,-0.6060306475531388,0.6629834254143652,-0.47049483990473706,0.0
-0.14931506849315065,-0.1519599378345709,0.8090809165468843,0.23948339483394873,-0.07909045971329706,-0.1758747697974221,0.833553850224927,-0.32
0.1229303156640857,-0.1519599378345709,0.8086581550689101,-0.5095940959409596,0.27088482451804247,-0.11841620626151035,0.8547234718179411,-0.5714285714285714
-0.05402025014889812,0.6354688309445693,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.1479227308811857,1.417142857142857
0.44032162001191194,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,0.7274401473296507,0.29161153744376767,-0.48
0.26045265038713533,1.3158349162493526,0.0,-1.09409594095941,0.8077113198220466,-1.0672191528545127,1.079121460703889,-0.48
0.5951756998213223,0.4959419789328269,0.0,-2.16789667896679,1.7073652990608008,-1.0672191528545127,2.266737232071976,-0.48
-0.6324597974985111,0.1396649974097738,1.0505622727657056,-0.9970479704797043,0.46465645081562035,1.0386740331491717,0.18735115109817335,0.0
-0.5779630732578916,0.7446036953893975,1.0027902257546293,-0.199630996309963,-0.25308947108255064,0.36187845303867394,-0.33500926170944784,-0.5714285714285714
-0.6555687909469923,-0.15182179243653948,1.2139173078549081,-0.7948339483394833,-0.6060306475531388,0.3462246777163909,1.2961100820322826,0.64
-0.7151280524121502,-0.1519599378345709,1.2090978270060033,0.28228782287822907,0.2837370242214533,0.7274401473296507,-0.8621328393754965,0.0
-0.14115544967242402,-0.1519599378345709,1.0,0.11439114391143893,0.021749876421156673,0.5561694290976072,-0.21931727970362552,0.0
-0.37564026206075046,-0.1519599378345709,1.0550435444322315,-0.9723247232472325,0.1690558576371725,1.0810313075506464,0.22323365969833198,0.0
0.1246575342465754,-0.1519599378345709,0.0,0.02398523985239874,-0.6060306475531388,1.1233885819521188,-0.10002646202699172,0.0
-0.7568195354377606,-0.1519599378345709,1.158366449649108,-1.0092250922509225,0.9757785467128028,0.31307550644567245,0.5456469965599359,0.0
0.7023823704586064,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.2523020257826888,0.07568139719502488,-0.5714285714285714
-0.6555687909469923,-0.15182179243653948,1.2139173078549081,-0.7948339483394833,-0.6060306475531388,0.3462246777163909,1.2961100820322826,0.0
-0.7568195354377606,-0.1519599378345709,1.5388517798258223,-0.16051660516605148,0.8769154720711815,-1.1878453038674044,1.1172267795713144,0.0
-0.44711137581893984,0.766706959074426,0.0,0.245387453874539,-0.6060306475531388,-0.023941068139963398,0.2937284996030695,-0.5714285714285714
0.8929720071471116,0.5822828527024694,0.0,-1.1752767527675276,1.0252100840336136,-1.0672191528545127,1.1500396930404864,0.0
1.3396664681357953,-0.1519599378345709,0.0,-1.2675276752767528,0.2837370242214533,0.5985267034990797,-1.306694892828791,0.0
-0.14931506849315065,-0.1519599378345709,0.8090809165468843,0.07638376383763815,-0.059317844784972776,-0.10257826887661138,0.8755755490870589,-0.32
0.6011316259678381,-0.1519599378345709,0.0,1.0793357933579337,-0.6060306475531388,0.32688766114180506,-0.17030960571579812,0.64
0.011494937462775504,-0.1519599378345709,0.0,0.20848708487084897,-0.6060306475531388,0.0,0.8208520772691181,3.474285714285714
1.1907683144729007,-0.1519599378345709,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.9523683514157184,0.0
0.01262656343061349,0.5237092039371439,0.20681491502494295,-0.9095940959409599,0.500247157686604,0.8627992633517507,0.042445091293993015,0.64
-0.4787969029184038,-0.1519599378345709,0.8499196753191849,-0.7280442804428042,0.13346515076618887,0.35359116022099457,1.3490341360148177,0.0
0.29737939249553313,-0.1519599378345709,0.0,-0.049815498154981354,-0.6060306475531388,0.8747697974217319,0.04816088912410641,-0.48
0.26045265038713533,1.3158349162493526,0.0,-1.09409594095941,0.8077113198220466,-1.0672191528545127,1.079121460703889,-0.5714285714285714
0.49988088147706977,-0.020721809704714215,1.1921873678870383,-1.1568265682656826,0.4725654967869501,-0.23941068139963187,0.23868748346123259,-0.5714285714285714
-0.6734365693865396,1.160421343463996,1.251373974803416,-0.23431734317343159,1.2723677706376668,-1.1970534069981593,-0.396401164329188,0.0
-0.8342465753424658,-0.1519599378345709,1.4035681068741017,-0.19741697416974152,0.38260009886307467,-0.06445672191528551,0.28102672664726064,0.0
-0.27033948779035133,-0.1519599378345709,0.9990699247484569,0.36457564575645746,0.0,0.553406998158379,-0.22037576078327648,-0.5714285714285714
-0.1546754020250149,-0.1519599378345709,0.8349539189989008,-1.005166051660516,0.6594167078596145,0.18195211786372015,1.1702566816618145,1.6457142857142857
-0.2686122692078618,-0.1519599378345709,1.0003382091823794,0.37343173431734344,-0.14829461196243202,0.5653775322283623,-0.21021434241862935,0.0
0.5415723645026803,1.139699533759282,0.0,0.20848708487084897,0.0860108749382106,-1.3259668508287303,-0.22704419158507586,0.0
0.08296605122096491,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.5046040515653776,1.236835141571843,0.0
0.4760571768910067,-0.020721809704714215,0.8201572672698064,-1.4889298892988931,0.6920415224913495,-0.009208103130755072,0.9796242392167233,0.0
-0.6379988088147708,0.1386979796235538,1.3852202587300246,-2.3468634686346865,-0.04053386060306477,0.8351749539594855,0.0175707859222013,0.64
-0.7389517569982132,-0.1519599378345709,1.56421746850427,-0.6771217712177121,0.9757785467128028,0.9760589318600377,-1.0632442445091297,0.0
0.2080405002977964,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,0.018416206261510144,0.7573432124900761,7.588571428571429
1.4706968433591425,-0.1519599378345709,0.0,-1.4520295202952032,-0.6060306475531388,-0.6629834254143652,1.2442445091293985,0.0
0.5213222156045267,1.1535140735624245,0.0,-0.754612546125461,0.5407810182896687,-0.21454880294659276,-0.23974596454088473,1.44
-0.7562239428231091,-0.1519599378345709,1.5396973027817706,-0.14575645756457525,0.8769154720711815,-1.18876611418048,1.1204022228102661,0.0
-0.6555687909469923,0.7356242445173546,1.1169358248076435,-0.3797047970479703,0.19278299555116166,0.3480662983425413,-0.3371262238687485,0.0
-0.7353782013103038,-0.1519599378345709,0.9461401877060963,-0.03505535055350512,0.17498764211566983,0.22099447513812173,0.3964011643291868,0.0
-0.4351995235259083,-0.07597996891728545,1.1921873678870383,0.7619926199261996,-0.4359861591695502,-0.23941068139963187,0.23868748346123259,-0.5714285714285714
-0.3667063728409768,-0.1519599378345709,1.473239198444238,-1.1343173431734312,0.5467128027681661,0.7762430939226521,-0.031436888065626105,-0.32
-0.4351995235259083,-0.07597996891728545,1.1921873678870383,0.7619926199261996,-0.4359861591695502,-0.23941068139963187,0.23868748346123259,0.64
0.6249553305539013,0.5042307028147126,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.9523683514157184,0.0
0.5213222156045267,1.1535140735624245,0.0,-0.754612546125461,0.5407810182896687,-0.21454880294659276,-0.23974596454088473,0.64
-0.7264443120905302,0.8495941978932828,0.955440940221527,-0.2527675276752766,0.18487394957983194,0.3121546961325967,-0.9499867689865041,0.0
0.23067301965455642,-0.1519599378345709,0.952058848397734,-0.5701107011070108,0.39248640632723675,-0.393186003683242,0.04710240804445547,0.0
-0.16819535437760563,-0.1519599378345709,1.0575801133000762,-1.5516605166051658,0.5793376173999012,1.0939226519337022,0.23752315427361667,-0.5714285714285714
-0.11953543776057174,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.7200736648250471,1.762900238158242,1.417142857142857
-0.6030970815961882,0.4929718528751512,1.3519912065612583,-0.48007380073800715,0.3559070687098369,0.36095764272559927,-0.3371262238687485,0.0
-0.13740321620011908,-0.1519599378345709,0.0,-0.012915129151291305,-0.6060306475531388,1.3167587476979754,0.058745699920613424,0.0
-0.7449076831447291,1.4850630288378521,0.0,-0.4188191881918818,0.5803262481463174,0.9300184162062622,-1.0949986768986506,0.0
-0.33484216795711735,-0.1519599378345709,1.0495476452185677,-0.9911439114391141,0.5140879881364311,1.019337016574587,0.17422598571050457,-0.32
0.3807623585467541,-0.1519599378345709,0.0,0.4298892988929892,-0.6060306475531388,0.0,0.026991267531092395,7.702857142857143
-0.7818344252531269,0.7895009497496117,0.8979453792170458,-0.2675276752767528,0.13544241225902126,-0.24401473296500942,-0.04392696480550505,0.0
-0.1344252531268612,-0.1519599378345709,0.0,0.012915129151291305,-0.6060306475531388,1.3222836095764274,0.06192114315956505,-0.48
-0.7687313877307922,1.4367121395268523,0.0,0.6143911439114395,-0.3094414236282748,-1.298342541436465,0.9902090500132303,0.0
-0.219594997022037,0.9449145225349683,0.0,0.012915129151291305,-0.6060306475531388,0.6685082872928174,-0.4673193966657854,-0.48
1.5779035139964266,-0.1519599378345709,0.0,-0.45571955719557183,-0.6060306475531388,1.4456721915285464,-1.7512569462820853,0.0
-0.22674210839785586,0.48350889310999834,0.6003212987232603,2.2749077490774914,-0.012852199703410765,-1.0589318600368334,-0.8833024609685105,0.0
0.08296605122096491,-0.1519599378345709,0.0,0.245387453874539,-0.6060306475531388,-0.5046040515653776,1.236835141571843,1.417142857142857
-0.6853484216795712,1.5748575375582803,0.0,-0.640221402214022,0.5803262481463174,0.7458563535911609,-0.9573961365440595,0.0
-0.6379988088147708,0.1386979796235538,1.3852202587300246,-2.3468634686346865,-0.04053386060306477,0.8351749539594855,0.0175707859222013,1.6457142857142857
1.0424657534246577,0.19340355724399935,0.0,0.5405904059040594,-0.3094414236282748,1.4401473296500942,-1.7491399841227835,0.0
0.44627754615842774,-0.1519599378345709,0.0,0.6512915129151295,-0.6060306475531388,0.05524861878453043,-0.03651759724794967,0.0
-0.2686122692078618,-0.1519599378345709,1.0003382091823794,0.37343173431734344,-0.14829461196243202,0.5653775322283623,-0.21021434241862935,0.64
1.5260869565217392,-0.1519599378345709,0.0,-1.6070110701107008,2.1819080573405834,-1.0672191528545127,1.219899444297433,-0.5714285714285714
1.5260869565217392,-0.1519599378345709,0.0,-1.6070110701107008,2.1819080573405834,-1.0672191528545127,1.219899444297433,0.64
0.09100655151876136,-0.1519599378345709,0.8132239790310308,-0.6372693726937264,0.32427088482451805,-0.06279926335175005,0.9161153744376812,0.64
-0.6415723645026803,0.7452944223795547,1.0875116259406443,-0.364944649446494,0.16411270390509147,0.35267034990791885,-0.3371262238687485,0.64
-0.3385348421679572,0.22545328958729066,1.0465883148727488,-1.6457564575645758,0.5714285714285714,0.9917127071823217,0.15051600952632876,0.0
0.9584871947587852,-0.1519599378345709,0.0,1.2047970479704802,-0.6060306475531388,-1.1933701657458575,-0.6218576342947868,0.0
0.49988088147706977,-0.020721809704714215,1.1921873678870383,-1.1568265682656826,0.4725654967869501,-0.23941068139963187,0.23868748346123259,0.64
0.6249553305539013,-0.1519599378345709,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.1479227308811857,3.474285714285714
-0.37564026206075046,0.8240372992574687,0.0,0.6697416974169745,-0.6060306475531388,0.04972375690607718,-0.3011378671606249,-0.48
0.06688505062537237,1.2357105853911243,0.0,-1.5000000000000004,0.5012357884330202,0.33701657458563583,0.267266472611802,0.0
-0.22019058963668853,-0.1519599378345709,0.0,0.012915129151291305,-0.6060306475531388,1.3885819521178644,0.11484519714210009,0.0
0.1229303156640857,-0.1519599378345709,0.8086581550689101,-0.5095940959409596,0.27088482451804247,-0.11841620626151035,0.8547234718179411,0.0
-0.00041691483025606426,-0.1519599378345709,0.0,-0.0867158671586714,-0.6060306475531388,1.1049723756906087,0.31278115903678166,0.0
-0.4262656343061346,0.7853565878086687,0.0,0.012915129151291305,-0.6060306475531388,0.9963167587476992,-0.2026991267531102,-0.48
1.4885646217986899,-0.1519599378345709,0.0,0.13468634686346886,-0.6060306475531388,1.4456721915285464,-1.7512569462820853,5.531428571428571
1.5779035139964266,-0.1519599378345709,0.0,-0.8616236162361623,-0.3588729609490855,0.6629834254143652,-1.0844138661021436,0.0
1.018046456223943,0.01381453980314281,0.6679631351991207,-0.8616236162361623,0.5447355412753337,-0.009208103130755072,-0.7033606774278913,-0.5714285714285714
-0.13853484216795708,-0.1519599378345709,0.845015642174685,-1.4468634686346868,0.6149283242708848,0.3499079189686927,1.284043397724265,0.0
-0.22078618225134009,-0.1519599378345709,0.0,0.02398523985239874,-0.6060306475531388,1.390423572744016,0.11166975390314847,0.0
-0.3232281119714115,0.8647901916767399,0.0,0.012915129151291305,-0.6060306475531388,0.8011049723756912,-0.3614712887007154,-0.48
1.1907683144729007,-0.1519599378345709,0.4988585440094699,-1.5996309963099633,-0.41819080573405837,1.1970534069981593,-1.454882243979889,0.0
-0.7627754615842764,0.6423761008461407,0.7525154307939461,0.6143911439114395,0.2837370242214533,-0.9944751381215478,0.5350621857634289,0.0
-0.770518165574747,1.0402348471766536,0.0,-0.12730627306273024,-0.26989619377162627,0.16390423572743987,0.4059274940460429,0.0
0.36587254318046464,-0.1519599378345709,0.0,-0.12730627306273024,-0.26989619377162627,0.16390423572743987,0.4059274940460429,0.0
0.8929720071471116,0.5822828527024694,0.0,-1.1752767527675276,1.0252100840336136,-1.0672191528545127,1.1500396930404864,1.44
1.5260869565217392,-0.1519599378345709,0.0,-1.6070110701107008,2.1819080573405834,-1.0672191528545127,1.219899444297433,0.0
-0.4947587849910661,1.8373337938179937,0.0,0.245387453874539,-0.6060306475531388,-0.3517495395948442,-0.6599629531622123,-0.5714285714285714
-0.7538415723645028,0.810913486444483,0.9182379301598038,0.2712177121771216,-0.002965892239248665,-0.6961325966850836,0.016406456734585385,0.0
0.2080405002977964,0.83577965809014,0.938530481102562,-0.640221402214022,1.568956994562531,-0.4972375690607739,-1.3490341360148188,0.0
-0.7693269803454438,1.440165774477638,0.0,0.6328413284132844,-0.26989619377162627,-1.298342541436465,0.9880920878539284,0.0
0.6839189994044074,1.1535140735624245,0.0,-1.455719557195572,1.568956994562531,-0.21454880294659276,-0.23974596454088473,-0.5714285714285714
-0.7139368671828471,1.1182869970644105,1.2107888729178997,0.31180811808118153,0.30350963914977747,-0.8139963167587482,-0.8462556231807359,0.0
0.6839189994044074,1.1535140735624245,0.0,-1.455719557195572,1.568956994562531,-0.21454880294659276,-0.23974596454088473,1.44
-0.3385348421679572,0.22545328958729066,1.0465883148727488,-1.6457564575645758,0.5714285714285714,0.9917127071823217,0.15051600952632876,1.6457142857142857
-0.14115544967242402,-0.1519599378345709,1.0,0.11439114391143893,-0.0375679683638161,0.5561694290976072,-0.21931727970362552,-0.5714285714285714
-0.7824300178677785,1.0236573994128821,1.1211634395873848,0.23062730627306277,0.23430548690064262,-1.4171270718232054,0.2842021698862123,0.0
1.2503275759380585,-0.1519599378345709,0.0,-1.4520295202952032,-0.6060306475531388,1.3996316758747709,0.2281026726647256,0.0
-0.5540798094103634,0.1603177344154723,1.0312843493700854,-0.5586715867158668,0.20365793376173993,0.8416206261510144,0.0232865837523147,0.0
0.6219773674806434,0.8924192712830255,0.0,-1.1605166051660514,0.9658922392486405,1.5313075506445681,-1.8359354326541413,0.0
0.09100655151876136,-0.1519599378345709,0.8132239790310308,-0.6372693726937264,0.32427088482451805,-0.06279926335175005,0.9161153744376812,-0.32
-0.23269803454437163,-0.1519599378345709,0.0,0.3191881918819191,-0.6060306475531388,0.0,1.1278115903678214,-0.5714285714285714
-0.13555687909469918,-0.1519599378345709,0.8349539189989008,-1.4428044280442804,0.7948591201186356,0.18195211786372015,1.1702566816618145,0.0
1.1907683144729007,0.668623726472112,0.0,-0.1568265682656827,0.27385071675729117,-1.0672191528545127,0.0322836729293459,0.64
0.36289458010720677,-0.1519599378345709,0.0,-0.12361623616236143,-0.3094414236282748,0.1657458563535913,0.40804445620534474,0.0
0.13776057176891005,-0.1519599378345709,0.9047095628646318,0.8985239852398523,0.4913494809688581,-0.8139963167587482,-0.3625297697803651,0.0
-0.7270399047051818,0.5525815921257125,0.0,0.245387453874539,-0.6060306475531388,-0.7366482504604057,1.742789097644879,-0.5714285714285714
0.9763549731983325,1.0706268347435677,0.0,0.02398523985239874,0.4913494809688581,-0.7651933701657467,-0.7467584016935702,0.0
-0.6436569386539608,0.36884821274391305,1.4120233364335841,-0.7867158671586715,0.17597627286208603,0.36187845303867394,-0.08838317015083377,0.64
0.8929720071471116,0.5822828527024694,0.0,-1.1752767527675276,1.0252100840336136,-1.0672191528545127,1.1500396930404864,1.44
0.907861822513401,0.17613538249007082,0.0,1.5738007380073806,-0.6060306475531388,-0.3314917127071826,-1.9523683514157184,0.0
-0.219594997022037,0.9449145225349683,0.0,0.012915129151291305,-0.6060306475531388,0.6685082872928174,-0.4673193966657854,0.0
